Date,Hour,Temperature(째C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(째C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,Rented Bike Count
10/11/2018,17,,47,1.3,787,3.5,0.35,0.0,0.0,Autumn,No Holiday,Yes,859.7696113020069
10/11/2018,18,13.2,57,2.2,618,4.8,0.01,0.0,0.0,Autumn,No Holiday,Yes,1545.649686881861
10/11/2018,19,12.1,67,1.5,430,6.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1064.1617554094512
10/11/2018,20,11.3,74,1.2,350,6.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,788.0069641856229
10/11/2018,21,,78,1.0,303,7.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,919.7356463119013
10/11/2018,22,10.6,81,1.2,281,7.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,708.765508767204
10/11/2018,23,10.3,84,,250,7.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,491.9962707404018
11/11/2018,0,,85,0.6,241,6.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,539.9266826583269
11/11/2018,1,8.8,89,0.7,213,7.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,371.6228009147489
11/11/2018,2,7.9,85,1.1,275,5.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,355.6496272991441
11/11/2018,3,7.1,85,0.7,329,4.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,215.93599712677425
11/11/2018,4,6.9,82,0.5,337,4.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,102.70193251034334
11/11/2018,5,6.8,83,0.6,341,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,109.22725542846067
11/11/2018,6,6.6,84,,373,4.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,211.31674499673554
11/11/2018,7,6.4,84,1.3,369,3.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,487.43491212317633
11/11/2018,8,6.3,81,0.8,365,3.2,0.11,0.0,0.0,,No Holiday,Yes,593.7282222386247
11/11/2018,9,7.8,72,1.2,360,3.0,0.54,0.0,0.0,Autumn,No Holiday,Yes,578.2020362870918
11/11/2018,10,10.2,68,0.7,354,4.5,1.06,0.0,0.0,Autumn,No Holiday,Yes,667.3827585475286
11/11/2018,11,10.7,68,0.4,341,5.0,0.54,0.0,0.0,Autumn,No Holiday,Yes,516.7970659662614
11/11/2018,12,10.6,72,,365,5.7,0.29,0.0,0.0,Autumn,No Holiday,Yes,464.89967448968486
11/11/2018,13,,70,1.7,360,4.5,0.33,0.0,0.0,Autumn,No Holiday,Yes,369.41833019255665
11/11/2018,14,10.1,58,0.9,605,2.1,0.43,0.0,0.0,Autumn,No Holiday,Yes,497.29174219444866
11/11/2018,15,10.2,58,2.0,573,2.2,0.29,0.0,0.0,Autumn,No Holiday,Yes,449.59328414840115
11/11/2018,16,9.9,59,1.3,578,2.2,0.1,0.0,0.0,Autumn,No Holiday,Yes,521.4307575309932
11/11/2018,17,8.9,57,3.0,1149,0.8,0.03,0.0,0.0,Autumn,No Holiday,Yes,804.7817584060177
11/11/2018,18,8.9,55,2.0,1333,0.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1196.269551954933
11/11/2018,19,8.7,52,0.8,1590,-0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,1010.8594850207121
11/11/2018,20,8.2,53,0.6,1621,-0.8,0.0,0.0,0.0,,No Holiday,Yes,986.6310104505678
11/11/2018,21,8.0,51,0.5,1989,-1.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,1013.3313997382587
11/11/2018,22,,60,0.0,1948,-0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,964.2535156001086
11/11/2018,23,6.3,62,0.0,1993,-0.4,0.0,0.0,0.0,,No Holiday,Yes,621.0390565309375
12/11/2018,0,5.4,64,0.8,2000,-0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,292.61982283665344
12/11/2018,1,,67,1.3,2000,-0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,415.2102285944871
12/11/2018,2,4.8,66,1.6,2000,-1.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,207.36219132198823
12/11/2018,3,4.6,65,0.1,2000,-1.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,177.24959834959543
12/11/2018,4,4.0,68,,2000,-1.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,113.4158019757163
12/11/2018,5,4.0,71,0.0,2000,-0.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,156.88207124547114
12/11/2018,6,3.8,69,0.0,1995,-1.3,0.0,0.0,0.0,,No Holiday,Yes,233.5237534681548
12/11/2018,7,3.4,72,,1989,-1.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,565.089442496061
12/11/2018,8,3.3,69,,2000,-1.8,0.06,0.0,0.0,Autumn,No Holiday,Yes,771.5072382087787
12/11/2018,9,5.2,55,1.4,1752,-3.1,0.67,0.0,0.0,Autumn,No Holiday,Yes,545.7176299729099
12/11/2018,10,8.3,50,1.1,1364,-1.5,1.23,0.0,0.0,Autumn,No Holiday,Yes,511.02195571390536
12/11/2018,11,10.3,40,,1672,-2.7,1.66,0.0,0.0,Autumn,No Holiday,Yes,700.0749247324459
12/11/2018,12,12.3,37,0.8,1690,-1.9,1.93,0.0,0.0,Autumn,No Holiday,Yes,976.2066745469995
12/11/2018,13,13.3,36,2.1,1283,-1.4,1.99,0.0,0.0,Autumn,No Holiday,Yes,959.451275917395
12/11/2018,14,14.2,33,,1374,-1.8,1.84,0.0,0.0,Autumn,No Holiday,Yes,930.4870445407985
12/11/2018,15,13.8,34,,1438,-1.8,1.45,0.0,0.0,Autumn,No Holiday,Yes,954.6922184756263
12/11/2018,16,12.9,38,2.6,1476,-1.1,0.94,0.0,0.0,,No Holiday,Yes,1001.0381049309592
12/11/2018,17,11.8,43,1.8,1685,-0.3,0.34,0.0,0.0,Autumn,No Holiday,Yes,1033.9325815321117
12/11/2018,18,10.6,45,1.8,1936,-0.8,0.01,0.0,0.0,Autumn,No Holiday,Yes,1389.959791127928
12/11/2018,19,9.8,46,,1945,-1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,994.980638079984
12/11/2018,20,9.0,48,1.9,1879,-1.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,981.9176626644462
12/11/2018,21,8.5,50,0.5,1707,-1.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1075.5931560507797
12/11/2018,22,7.6,55,1.7,1694,-0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,776.9865872846062
12/11/2018,23,6.9,60,0.8,1610,-0.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,470.20834582026083
13/11/2018,0,6.2,63,0.8,1611,-0.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,379.8797021525018
13/11/2018,1,5.6,68,0.5,1576,0.1,0.0,0.0,0.0,,No Holiday,Yes,262.92591034638093
13/11/2018,2,5.6,64,0.1,1556,-0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,292.9568815392447
13/11/2018,3,5.3,62,,1485,-1.4,0.0,0.0,0.0,,No Holiday,Yes,133.73971435828992
13/11/2018,4,4.9,63,0.0,1397,-1.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,182.57699041323775
13/11/2018,5,4.7,72,0.0,1310,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,161.19538728113352
13/11/2018,6,4.2,72,0.8,1326,-0.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,200.21356048270223
13/11/2018,7,4.4,72,0.3,1189,-0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,525.58278182597
13/11/2018,8,4.7,68,0.5,1032,-0.7,0.06,0.0,0.0,Autumn,No Holiday,Yes,807.8571985825323
13/11/2018,9,6.0,59,1.0,719,-1.4,0.6,0.0,0.0,Autumn,No Holiday,Yes,636.2818558838738
13/11/2018,10,,51,0.9,706,-0.6,1.16,0.0,0.0,Autumn,No Holiday,Yes,427.1713633223715
13/11/2018,11,11.4,46,0.8,876,0.1,1.57,0.0,0.0,Autumn,No Holiday,Yes,784.3719399992511
13/11/2018,12,12.8,45,1.8,1170,1.1,1.82,0.0,0.0,Autumn,No Holiday,Yes,835.4963450335888
13/11/2018,13,13.5,43,2.2,1687,1.1,1.92,0.0,0.0,Autumn,No Holiday,Yes,862.4017076594008
13/11/2018,14,15.0,37,1.6,1703,0.4,1.82,0.0,0.0,,No Holiday,Yes,925.0871322519951
13/11/2018,15,15.3,37,1.8,1774,0.6,1.5,0.0,0.0,Autumn,No Holiday,Yes,1013.5905152976866
13/11/2018,16,14.2,37,2.0,1783,-0.3,0.91,0.0,0.0,Autumn,No Holiday,Yes,1047.588300250907
13/11/2018,17,,40,1.9,1967,-0.5,0.33,0.0,0.0,Autumn,No Holiday,Yes,815.6592746381983
13/11/2018,18,11.3,42,,1846,-1.1,0.01,0.0,0.0,Autumn,No Holiday,Yes,1403.6170863047141
13/11/2018,19,9.8,45,1.3,1882,-1.5,0.0,0.0,0.0,,No Holiday,Yes,1053.2539282004977
13/11/2018,20,9.5,44,1.8,1991,-2.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,989.6220261026976
13/11/2018,21,8.5,42,1.1,2000,-3.7,0.0,0.0,0.0,,No Holiday,Yes,933.1721316453034
13/11/2018,22,8.1,50,0.5,2000,-1.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,918.9522999675455
13/11/2018,23,7.6,49,0.6,1971,-2.4,0.0,0.0,0.0,,No Holiday,Yes,664.8616959816579
14/11/2018,0,7.0,54,0.9,1862,-1.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,444.3747304929351
14/11/2018,1,6.5,60,0.5,1788,-0.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,355.5032499641657
14/11/2018,2,6.2,59,0.6,1584,-1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,289.6485651682799
14/11/2018,3,6.1,66,,1347,0.2,0.0,0.0,0.0,,No Holiday,Yes,180.05765898828014
14/11/2018,4,5.6,70,0.6,1311,0.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,88.79841285212292
14/11/2018,5,5.3,72,0.2,1278,0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,129.9309509178362
14/11/2018,6,5.1,76,1.1,1195,1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,236.76849602905932
14/11/2018,7,5.2,78,0.3,1182,1.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,413.51993484102877
14/11/2018,8,5.0,77,1.5,1115,1.2,0.07,0.0,0.0,Autumn,No Holiday,Yes,708.4764937732632
14/11/2018,9,7.1,61,,1493,0.0,0.57,0.0,0.0,Autumn,No Holiday,Yes,580.4808133695508
14/11/2018,10,9.6,53,1.4,1818,0.4,1.16,0.0,0.0,Autumn,No Holiday,Yes,567.6842466286471
14/11/2018,11,12.1,49,0.8,1827,1.6,1.61,0.0,0.0,Autumn,No Holiday,Yes,816.2041290406715
14/11/2018,12,14.2,45,0.9,1531,2.4,1.86,0.0,0.0,Autumn,No Holiday,Yes,966.3754842575516
14/11/2018,13,15.7,41,,1322,2.4,2.01,0.0,0.0,Autumn,No Holiday,Yes,788.0406556949196
14/11/2018,14,16.1,32,1.4,1703,-0.6,1.8,0.0,0.0,Autumn,No Holiday,Yes,987.348159974522
14/11/2018,15,15.9,30,,1823,-1.6,1.34,0.0,0.0,,No Holiday,Yes,1054.2620317928279
14/11/2018,16,15.2,40,2.7,1371,1.6,0.87,0.0,0.0,Autumn,No Holiday,Yes,988.9249635899033
14/11/2018,17,13.6,46,1.8,1374,2.1,0.31,0.0,0.0,Autumn,No Holiday,Yes,1365.9680655949674
14/11/2018,18,12.2,47,2.6,1427,1.2,0.01,0.0,0.0,Autumn,No Holiday,Yes,1784.0954788340728
14/11/2018,19,11.5,52,,1319,1.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,1173.1016107480102
14/11/2018,20,,52,1.4,1153,1.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,918.5786931177951
14/11/2018,21,9.8,52,,1255,0.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,919.4354231018547
14/11/2018,22,8.8,58,0.5,1358,0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,887.4998418752785
14/11/2018,23,8.4,65,,1216,2.1,0.0,0.0,0.0,,No Holiday,Yes,555.4519991192451
15/11/2018,0,7.7,67,0.4,1102,1.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,514.9529129920498
15/11/2018,1,7.3,64,0.3,1150,0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,421.8142713974255
15/11/2018,2,7.1,68,0.6,1082,1.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,244.87678837929533
15/11/2018,3,6.5,75,1.1,970,2.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,197.45330060239985
15/11/2018,4,6.1,72,,1052,1.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,133.30758258101073
15/11/2018,5,5.3,78,1.4,952,1.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,77.70360238410532
15/11/2018,6,4.9,76,1.1,800,1.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,215.00021607213134
15/11/2018,7,4.8,76,0.7,762,0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,587.9046207732887
15/11/2018,8,5.3,75,1.0,808,1.2,0.1,0.0,0.0,,No Holiday,Yes,769.343285958037
15/11/2018,9,6.8,64,1.0,949,0.4,0.5,0.0,0.0,Autumn,No Holiday,Yes,582.3792912783638
15/11/2018,10,8.6,57,0.6,1102,0.5,0.77,0.0,0.0,Autumn,No Holiday,Yes,550.6795904573034
15/11/2018,11,11.1,47,1.2,1047,0.1,1.48,0.0,0.0,Autumn,No Holiday,Yes,763.4353444837051
15/11/2018,12,13.8,43,0.9,987,1.4,1.61,0.0,0.0,Autumn,No Holiday,Yes,898.0449981012213
15/11/2018,13,,37,1.9,990,0.4,1.74,0.0,0.0,Autumn,No Holiday,Yes,602.5352249696026
15/11/2018,14,15.1,33,1.5,1045,-1.0,1.31,0.0,0.0,Autumn,No Holiday,Yes,933.0516690477465
15/11/2018,15,16.1,30,,1125,-1.5,1.06,0.0,0.0,Autumn,No Holiday,Yes,1020.479724353588
15/11/2018,16,15.4,34,1.4,1016,-0.4,0.68,0.0,0.0,Autumn,No Holiday,Yes,1050.1887760098289
15/11/2018,17,,38,1.4,884,-0.3,0.29,0.0,0.0,Autumn,No Holiday,Yes,826.6835920514786
15/11/2018,18,12.1,46,1.4,799,0.8,0.01,0.0,0.0,Autumn,No Holiday,Yes,1772.6215957169672
15/11/2018,19,11.2,46,1.4,869,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1135.1294056492657
15/11/2018,20,9.5,49,1.3,918,-0.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,942.7113032178611
15/11/2018,21,9.6,52,1.3,906,0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,956.2415484252059
15/11/2018,22,8.7,53,0.4,764,-0.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,846.9216480526504
15/11/2018,23,8.1,57,0.7,752,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,707.2132089093332
16/11/2018,0,7.8,57,0.3,792,-0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,592.1532994528906
16/11/2018,1,7.8,59,0.6,768,0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,493.3316009506585
16/11/2018,2,7.7,63,1.0,704,1.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,315.41493571858376
16/11/2018,3,7.4,63,,699,0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,202.04779084586247
16/11/2018,4,7.1,64,0.6,663,0.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,113.78228685705419
16/11/2018,5,6.9,66,,698,0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,105.24491648294074
16/11/2018,6,,65,0.5,713,0.9,0.0,0.0,0.0,,No Holiday,Yes,287.60506718860233
16/11/2018,7,6.6,64,0.5,701,0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,741.8030381726021
16/11/2018,8,,64,0.8,683,0.6,0.03,0.0,0.0,Autumn,No Holiday,Yes,564.8510425466675
16/11/2018,9,8.2,61,0.6,586,1.1,0.26,0.0,0.0,,No Holiday,Yes,870.8388607645616
16/11/2018,10,9.4,55,0.1,570,0.7,0.49,0.0,0.0,Autumn,No Holiday,Yes,736.17851126693
16/11/2018,11,11.9,44,2.1,791,0.0,1.22,0.0,0.0,Autumn,No Holiday,Yes,704.8284414814539
16/11/2018,12,13.4,48,2.3,962,2.5,1.64,0.0,0.0,Autumn,No Holiday,Yes,902.2694874702465
16/11/2018,13,14.4,49,,890,3.8,1.71,0.0,0.0,Autumn,No Holiday,Yes,898.5004506215037
16/11/2018,14,13.3,53,2.6,761,3.9,1.34,0.0,0.0,Autumn,No Holiday,Yes,857.094829546584
16/11/2018,15,13.2,61,3.9,719,5.8,1.03,0.0,0.0,Autumn,No Holiday,Yes,682.1814295025337
16/11/2018,16,11.8,66,3.0,687,5.6,0.44,0.0,0.0,Autumn,No Holiday,Yes,645.16797638156
16/11/2018,17,11.0,70,2.9,617,5.7,0.12,0.0,0.0,Autumn,No Holiday,Yes,686.5023535647301
16/11/2018,18,9.9,74,2.6,492,5.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,807.6692869756865
16/11/2018,19,8.7,78,2.5,460,5.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,655.1976031849487
16/11/2018,20,,76,3.9,603,3.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,727.7645256064384
16/11/2018,21,6.8,73,2.3,730,2.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,480.67842929925416
16/11/2018,22,,72,1.4,848,1.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,833.5756239324644
16/11/2018,23,5.0,75,1.1,835,0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,294.35233304167156
17/11/2018,0,4.2,76,2.1,870,0.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,259.2285078265647
17/11/2018,1,3.4,76,0.5,909,-0.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,248.07084001375074
17/11/2018,2,2.9,77,1.8,853,-0.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,178.08538794634
17/11/2018,3,2.5,77,2.3,992,-1.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,87.35793107398821
17/11/2018,4,1.7,74,1.7,1226,-2.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,109.27154189874747
17/11/2018,5,1.1,75,0.6,1270,-2.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,98.90150484735291
17/11/2018,6,1.0,77,0.6,1259,-2.5,0.0,0.0,0.0,,No Holiday,Yes,232.1244848542787
17/11/2018,7,0.8,77,0.9,1300,-2.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,436.58839002913027
17/11/2018,8,0.7,72,1.0,1397,-3.7,0.05,0.0,0.0,,No Holiday,Yes,536.3093360277136
17/11/2018,9,2.2,53,0.5,1595,-6.4,0.62,0.0,0.0,Autumn,No Holiday,Yes,446.31788261194185
17/11/2018,10,4.7,47,1.2,1788,-5.6,1.22,0.0,0.0,Autumn,No Holiday,Yes,318.3007834496912
17/11/2018,11,7.8,38,0.8,1369,-5.6,1.65,0.0,0.0,Autumn,No Holiday,Yes,612.9800594160056
17/11/2018,12,9.1,34,1.0,1802,-5.9,1.95,0.0,0.0,Autumn,No Holiday,Yes,666.6632410762426
17/11/2018,13,10.9,32,2.1,1581,-5.1,1.85,0.0,0.0,Autumn,No Holiday,Yes,856.7230863357266
17/11/2018,14,9.7,34,1.9,1786,-5.4,0.8,0.0,0.0,Autumn,No Holiday,Yes,611.5208996665316
17/11/2018,15,8.9,34,2.9,1787,-6.1,0.52,0.0,0.0,,No Holiday,Yes,588.8604873470006
17/11/2018,16,8.3,35,2.1,1987,-6.2,0.37,0.0,0.0,Autumn,No Holiday,Yes,694.8499471618378
17/11/2018,17,7.7,34,2.6,2000,-7.2,0.13,0.0,0.0,Autumn,No Holiday,Yes,778.284212843507
17/11/2018,18,,40,0.6,1995,-5.6,0.01,0.0,0.0,Autumn,No Holiday,Yes,1149.0526845870593
17/11/2018,19,6.0,44,0.8,1758,-5.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,691.8290753826491
17/11/2018,20,,43,2.7,1913,-6.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,950.5803969110152
17/11/2018,21,5.0,42,,1927,-6.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,481.2581117787422
17/11/2018,22,4.4,43,1.1,2000,-7.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,458.4099697992347
17/11/2018,23,4.1,46,1.8,2000,-6.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,340.0922900283925
18/11/2018,0,3.6,49,0.8,1990,-6.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,248.3357854101304
18/11/2018,1,3.2,54,1.2,1968,-5.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,236.97471777092935
18/11/2018,2,2.9,49,2.0,1989,-6.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,185.99697186117197
18/11/2018,3,2.5,49,0.2,2000,-7.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,122.63071714983157
18/11/2018,4,2.5,49,0.4,1988,-7.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,49.078335863651354
18/11/2018,5,2.3,53,0.6,1763,-6.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,109.77577841470608
18/11/2018,6,1.9,53,,1813,-6.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,189.61262275420302
18/11/2018,7,2.1,56,0.7,1477,-5.7,0.0,0.0,0.0,,No Holiday,Yes,436.141133493536
18/11/2018,8,2.6,53,0.7,1548,-6.0,0.03,0.0,0.0,Autumn,No Holiday,Yes,610.7427298336545
18/11/2018,9,3.5,53,1.0,1338,-5.2,0.22,0.0,0.0,Autumn,No Holiday,Yes,442.2238898884159
18/11/2018,10,4.8,40,1.1,1676,-7.6,0.59,0.0,0.0,Autumn,No Holiday,Yes,285.49373389839826
18/11/2018,11,7.6,35,0.8,1695,-6.9,1.25,0.0,0.0,Autumn,No Holiday,Yes,633.0678167627412
18/11/2018,12,9.2,47,2.5,1910,-1.5,1.37,0.0,0.0,Autumn,No Holiday,Yes,672.739766421664
18/11/2018,13,9.9,37,2.1,1900,-4.1,1.32,0.0,0.0,Autumn,No Holiday,Yes,753.6320406896085
18/11/2018,14,10.1,37,2.4,1723,-3.9,1.24,0.0,0.0,,No Holiday,Yes,711.2105525852672
18/11/2018,15,,34,1.6,1806,-5.5,0.73,0.0,0.0,Autumn,No Holiday,Yes,709.5533157660919
18/11/2018,16,9.4,39,,1704,-3.8,0.56,0.0,0.0,Autumn,No Holiday,Yes,632.3500261039696
18/11/2018,17,8.7,42,1.7,1576,-3.5,0.18,0.0,0.0,Autumn,No Holiday,Yes,985.4546120419081
18/11/2018,18,8.4,46,,1823,-2.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,1275.7107944248698
18/11/2018,19,7.9,45,1.0,1602,-3.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1012.1688858843579
18/11/2018,20,7.4,50,0.7,1499,-2.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,928.8177306159806
18/11/2018,21,7.1,52,0.8,1516,-2.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,622.3217603047779
18/11/2018,22,6.8,53,0.4,1498,-2.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,601.0526699333446
18/11/2018,23,7.0,55,0.2,1501,-1.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,685.8244543456897
19/11/2018,0,,56,0.7,1505,-1.3,0.0,0.0,0.0,,No Holiday,Yes,590.5368122039215
19/11/2018,1,5.9,60,0.5,1332,-1.2,0.0,0.0,0.0,,No Holiday,Yes,355.5032499641657
19/11/2018,2,5.4,65,0.7,1230,-0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,223.47134754002016
19/11/2018,3,4.8,65,,1179,-1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,140.64591192507078
19/11/2018,4,4.5,67,,1175,-1.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,114.79793240769206
19/11/2018,5,4.1,70,1.0,1100,-0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,104.25288543875976
19/11/2018,6,3.8,71,0.7,1071,-0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,232.06632385079237
19/11/2018,7,3.4,73,1.1,1012,-0.9,0.0,0.0,0.0,,No Holiday,Yes,535.5037999850023
19/11/2018,8,3.5,71,0.8,958,-1.2,0.06,0.0,0.0,,No Holiday,Yes,703.8912442161413
19/11/2018,9,4.6,60,0.8,967,-2.5,0.46,0.0,0.0,Autumn,No Holiday,Yes,515.1985532376427
19/11/2018,10,7.5,53,0.8,909,-1.4,1.0,0.0,0.0,Autumn,No Holiday,Yes,447.50280003661237
19/11/2018,11,9.8,51,0.5,781,0.1,1.42,0.0,0.0,Autumn,No Holiday,Yes,688.472153648127
19/11/2018,12,10.3,38,1.2,1130,-3.4,1.08,0.0,0.0,Autumn,No Holiday,Yes,706.8887896733481
19/11/2018,13,,44,2.0,935,-0.9,1.01,0.0,0.0,Autumn,No Holiday,Yes,626.1507746748268
19/11/2018,14,10.6,34,2.8,920,-4.6,1.07,0.0,0.0,Autumn,No Holiday,Yes,915.5979737448893
19/11/2018,15,11.1,35,1.9,861,-3.8,1.11,0.0,0.0,Autumn,No Holiday,Yes,955.5193505126421
19/11/2018,16,9.7,43,2.7,1012,-2.2,0.37,0.0,0.0,Autumn,No Holiday,Yes,625.3551008403244
19/11/2018,17,8.7,48,1.7,965,-1.7,0.25,0.0,0.0,Autumn,No Holiday,Yes,892.81890740671
19/11/2018,18,7.5,48,2.4,1079,-2.8,0.0,0.0,0.0,,No Holiday,Yes,1041.3329825143078
19/11/2018,19,6.8,52,0.8,960,-2.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,700.4554507004502
19/11/2018,20,6.0,50,1.5,931,-3.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,639.5697534477786
19/11/2018,21,5.8,44,2.2,1205,-5.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,584.4914077320717
19/11/2018,22,5.3,39,2.3,1512,-7.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,415.1500757761417
19/11/2018,23,4.2,42,2.2,1360,-7.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,278.6370971882683
20/11/2018,0,3.8,42,1.7,1458,-7.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,273.5071226770814
20/11/2018,1,2.9,43,1.0,1750,-8.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,202.8145584407289
20/11/2018,2,,46,1.5,1811,-7.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,266.8658911318448
20/11/2018,3,1.6,43,,1981,-9.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,139.87094470965204
20/11/2018,4,1.3,48,0.5,2000,-8.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,105.59235882566587
20/11/2018,5,0.7,49,0.4,1998,-8.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,37.043189829942904
20/11/2018,6,0.7,50,1.0,2000,-8.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,186.4116300232674
20/11/2018,7,0.5,53,1.1,2000,-7.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,328.44562814645263
